document,document_id,arm,arm_id,control,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed,Combined follow up,Abstinence type,Abstinence: Continuous ,Abstinence: Point Prevalence ,Manually added follow-up duration value,Manually added follow-up duration units,NEW Outcome value
Rose_1978_A randomised controlled trial of the.pdf,252899,Intervention,56,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,52,-,19,-,0,0,0,714,156.60,NCS,0,0,3,years,36
Rose_1978_A randomised controlled trial of the.pdf,252899,Normal Care,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-,18,-,0,0,0,731,156.60,NCS,0,0,3,years,14
Roski 2003.pdf,296312,Control,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-,-,-,-,0,0,0,1065,26.10,PP,0,1,,,19.2
Roski 2003.pdf,296312,Incentive,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,-,0,0,0,-,26.10,PP,0,1,,,21.7
Rovina 2009.pdf,321139,buproprion with nonspecific supportive and motivational group therapy (NSGT) (Group B),734,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,45.3,34.3,38.1,United States,0,0,0,35,52.20,C,1,0,,,28.1
Rovina 2009.pdf,321139,bupropion with cognitive behavioral group therapy (CBGT) (Group C),733,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,44.7,50,34.7,United States,0,0,0,40,52.20,C,1,0,,,34.3
Rovina 2009.pdf,321139,Cognitive behavioural group therapy (CBGT) only (Group D),736,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.5,52.8,34.2,United States,0,0,0,36,52.20,C,1,0,,,19.4
Rovina 2009.pdf,321139,Buprioprion with physician counseling (Group A),735,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,44.65,30.5,37.8,United States,0,0,0,94,52.20,C,1,0,,,29.6
Russell_1979_Effect of general practitioners advice against.pdf,252901,Advice by GP (Group 3),59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,United States,0,0,0,389,52.20,PP,0,1,12,months,16
Russell_1979_Effect of general practitioners advice against.pdf,252901,"Advice, leaflet & follow-up (Group 4)",58,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,-,-,United States,0,0,0,408,52.20,PP,0,1,12,months,19
Russell_1979_Effect of general practitioners advice against.pdf,252901,Questionnaire-only Control (Group 2),60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,United States,0,0,0,430,52.20,PP,0,1,12,months,14
Russell_1979_Effect of general practitioners advice against.pdf,252901,Control (Group 1),61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,United States,0,0,0,340,52.20,PP,0,1,12,months,10
Russell_1983_Effect of nicotine chewing gum as.pdf,252903,Advice and Nicorette (Group 3),62,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,40,57,17,Canada,0,0,0,679,52.20,NCS,0,0,1,years,16
Russell_1983_Effect of nicotine chewing gum as.pdf,252903,Advice and booklet (Group 2),63,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40,57,17,Canada,0,0,0,675,52.20,NCS,0,0,1,years,10
Russell_1983_Effect of nicotine chewing gum as.pdf,252903,No advice control (Group 1),64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,57,17,Canada,0,0,0,584,52.20,NCS,0,0,1,years,13
Sanders 1989.pdf,296372,Controls,755,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0,0,0,642,4.35,C,1,0,,,0.9
Sanders 1989.pdf,296372,Intervention,753,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-,-,-,-,0,0,0,-,4.35,C,1,0,,,3.6
Sawicki 1993.pdf,321141,Control group,738,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,38,38,20,Germany,0,1,1,3,26.10,NCS,0,0,,,16
Sawicki 1993.pdf,321141,Intervention group,737,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,41,23,Germany,0,1,1,2,26.10,NCS,0,0,,,5
Scheffers-Van Schayck 2019.pdf,437468,Intervention,2330,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.3,53.3,15,Netherlands,0,0,0,45,13.05,PP,0,1,,,53.3
Scheffers-Van Schayck 2019.pdf,437468,Control,2331,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.1,63.2,16,Netherlands,0,0,0,38,13.05,PP,0,1,,,13.2
Scherphof 2014a.pdf,319601,Nicotine patch,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.56,59.3,-,Netherlands,0,0,0,135,day after fi nishing treatment,C,1,0,na,,14.8
Scherphof 2014a.pdf,319601,Placebo patch,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.7,45.9,-,Netherlands,0,0,0,122,day after fi nishing treatment,C,1,0,na,,13.1
Scherphof 2014b.pdf,319602,Nicotine patch,674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.7,-,-,-,0,1,1,135,52.20,PP,0,1,,,4.4
Scherphof 2014b.pdf,319602,Placebo patch,675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.7,-,-,-,0,1,1,122,52.20,PP,0,1,,,6.6
Schleicher 2012.pdf,321144,Nutrition group,740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,-,-,0,0,0,15,26.10,PP,0,1,,,10.3
Schleicher 2012.pdf,321144,Smoking group,739,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,51,-,-,0,0,0,19,26.10,PP,0,1,,,13.8
Schnoll 2015.pdf,423092,Extended Treatment ,2076,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.9,54.9,17,United States,0,0,1,173,52.00,PP,0,1,52,weeks,26
Schnoll 2015.pdf,423092,Standard Treatment ,2077,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.9,50,16.9,United States,0,0,1,180,52.00,PP,0,1,52,weeks,21.7
Schnoll 2015.pdf,423092,Maintenance Treatment ,2075,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.4,47.1,17.4,United States,0,0,1,172,52.00,PP,0,1,52,weeks,20.3
Schnoll 2019.pdf,437469,Extended,2335,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,58,56.2,13.5,-,0,1,1,105,52.00,PP,0,1,,,15.7
Schnoll 2019.pdf,437469,Standard,2336,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,45.1,13.2,-,0,1,1,102,52.00,PP,0,1,,,10.5
Schnoll_2003_Brief physician initiated quit smoking strategies_10.1200JCO.2003.04.122.pdf,252904,Usual Care,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,60.8,-,-,0,0,0,217,52.20,PP,0,1,12,months,13.6
Schnoll_2003_Brief physician initiated quit smoking strategies_10.1200JCO.2003.04.122.pdf,252904,Physician-Based Intervention,65,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,70.7,-,-,0,0,0,215,52.20,PP,0,1,12,months,13.3
Schofield 1999.pdf,296474,Control,850,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,Australia,0,0,0,2465,52.20,PP,0,1,,,13
Schofield 1999.pdf,296474,Intervention,849,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-,-,-,Australia,0,0,0,2465,52.20,PP,0,1,,,12
Schumann 2008.pdf,296476,Intervention,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.8,46.7,-,Germany,0,0,0,302,104.40,pp,0,1,,,16
Schumann 2008.pdf,296476,Control,852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2,45.6,-,Germany,0,0,0,309,104.40,pp,0,1,,,16.2
Secades Villa 2014.pdf,263249,cognitive behavioural therapy + contingency management (CBT + CM),365,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.4,69.8,21.6,Spain,0,0,0,43,26.10,C,1,0,,,39.5
Secades Villa 2014.pdf,263249,Cognitive behavioural therapy (CBT),366,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.9,59.2,21.8,Spain,0,0,0,49,26.10,C,1,0,,,26.5
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Repeated counselling plus nicotine gum,68,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,-,36.7,-,n Ita,0,0,0,294,52.20,PP,0,1,12,months,7
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Minimal intervention,70,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,32,-,n Ita,0,0,0,62,52.20,PP,0,1,12,months,4
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Repeated counselling plus spirometry,67,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,40,-,n Ita,0,0,0,292,52.20,PP,0,1,12,months,6
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Repeated counselling,69,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,39.6,-,n Ita,0,0,0,275,52.20,PP,0,1,12,months,5
Seversen_1997_Reducing maternal smoking and relapse long.pdf,252907,Extended,75,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,-,-,United States,0,0,0,609,52.20,C,1,0,12,months,32.8
Seversen_1997_Reducing maternal smoking and relapse long.pdf,252907,Minimal,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,-,-,United States,0,0,0,417,52.20,C,1,0,12,months,26.1
Sharma 2018.pdf,437559,Counselling alone,2348,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,34.23,-,-,India,1,0,0,397,24.00,NCS,0,0,,,32.4
Sharma 2018.pdf,437559,Nicotine replacement therapy and behaviour change counselling,2347,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,34.9,-,-,India,1,0,0,398,24.00,NCS,0,0,,,47.8
Sherman 2016.pdf,423481,Quitline,1973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48,22,12.5,-,0,0,0,814,26.10,PP,0,1,,,2
Sherman 2016.pdf,423481,Intensive counseling,1972,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,49,20,12.3,-,0,0,0,804,26.10,PP,0,1,,,2
Sherman 2018.pdf,437560,Self-help + proactive telephone,2792,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,54,6.8,17.6,United States,0,0,0,592,26.10,PP,0,1,,,12.5
Sherman 2018.pdf,437560,Self-help + reactive telephone,2793,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,55.1,4.8,20.1,United States,0,0,0,525,26.10,PP,0,1,,,13.5
Sherman 2018.pdf,437560,Counselling + reactive telephone,2791,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,54.2,7,18.3,United States,0,0,0,934,26.10,PP,0,1,,,12.9
Sherman 2018.pdf,437560,Counselling + proactive telephone,2790,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,53.7,5.1,17.7,United States,0,0,0,1069,26.10,PP,0,1,,,14.7
Sherratt 2018.pdf,437561,Control,2801,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,56.8,-,United Kingdom,0,0,0,146,26.10,PP,0,1,,,35.9
Sherratt 2018.pdf,437561,Intervention,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,62.3,-,United Kingdom,0,0,0,151,26.10,PP,0,1,,,50.4
Shiffman 2018.pdf,437562,NNCCs,2799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,55,1.9,United States,0,0,1,120,9.00,PP,0,1,,,5
Shiffman 2018.pdf,437562,VLNCCs,2798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,55,1.9,United States,0,0,1,118,9.00,PP,0,1,,,10.2
Shiffman 2019.pdf,437470,Placebo,2312,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.4,54.3,1.9,United States,0,1,1,188,26.10,C,1,0,,,5.3
Shiffman 2019.pdf,437470,Nicotine gum,2311,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42.2,59.7,1.8,United States,0,1,1,181,26.10,C,1,0,,,7.2
Shishani_B_ 2018.pdf,437564,Contingent,2802,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,37,-,-,0,0,0,19,5.00,C,1,0,,,42.1
Shishani_B_ 2018.pdf,437564,Non-contingent,2803,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,35,-,-,0,0,0,20,5.00,C,1,0,,,5
Siddiqi 2013 primary paper.pdf,263250,Behavioral support sessions plus 7 wk of bupropion therapy (BSS+),367,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,38.3,5,-,Pakistan,1,0,0,659,26.10,C,1,0,,,45.4
Siddiqi 2013 primary paper.pdf,263250,Control,369,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,41.7,3,-,Pakistan,1,0,0,656,26.10,C,1,0,,,8.5
Siddiqi 2013 primary paper.pdf,263250,Behavioral support sessions (BSS),368,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.8,6,-,Pakistan,1,0,0,640,26.10,C,1,0,,,41
Simmons 2013.pdf,263257,Group intervention,371,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.35,34.5,47.86,-,0,0,0,84,26.10,PP,0,1,,,15.5
Simmons 2013.pdf,263257,Didactic,373,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,44,44.76,-,0,0,0,84,26.10,PP,0,1,,,17.9
Simmons 2013.pdf,263257,Web-Smoke,370,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,45.7,46.44,-,0,0,0,81,26.10,PP,0,1,,,22.2
Simmons 2013.pdf,263257,Web-nutrition,372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,52.4,46.63,-,0,0,0,82,26.10,PP,0,1,,,9.8
Simmons 2018.pdf,437565,Standard Repeated Mailings,2805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.5,66,20.5,-,0,0,0,614,130.50,PP,0,1,,,28.8
Simmons 2018.pdf,437565,Traditional Self-help,2806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.5,66,20.5,-,0,0,0,638,130.50,PP,0,1,,,23.3
Simmons 2018.pdf,437565,Intensive Repeated Mailings,2804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.5,66,20.5,-,0,0,0,622,130.50,PP,0,1,,,33.4
Simmons_2007_Secondary Smoking Prevention in a University_10.10370278-6133.26.3.268.pdf,263045,Exp-Smoke intervention,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,-,55.4,-,0,0,0,-,4.35,PP,0,1,1,months,9.9
Simmons_2007_Secondary Smoking Prevention in a University_10.10370278-6133.26.3.268.pdf,263045,Exp-Nutrition intervention,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,-,55.4,-,0,0,0,-,4.35,PP,0,1,1,months,1.4
Simmons_2007_Secondary Smoking Prevention in a University_10.10370278-6133.26.3.268.pdf,263045,Standard,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,-,55.4,-,0,0,0,-,4.35,PP,0,1,1,months,12.5
Simon 2003 DONE IN PILOT.pdf,263259,Intensive counseling + telephone follow-up,374,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,55,2,23,Mexico,0,0,0,102,52.20,PP,0,1,,,29
Simon 2003 DONE IN PILOT.pdf,263259,Minimal contact intervention + transdermal nicotine,375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,54,3,24,Mexico,0,0,0,107,52.20,PP,0,1,,,20
Sims 2013.pdf,296313,Self-help,569,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,57.2,15.4,United States,0,0,1,201,26.10,PP,0,1,,,6.5
Sims 2013.pdf,296313,Counseling intervention,568,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-,61.2,16.1,United States,0,0,1,209,26.10,PP,0,1,,,6.7
Skov-Ettrup 2014.pdf,319603,Untailored text messages,677,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.5,58.3,15.6,Danish,0,0,0,975,52.20,PP,0,1,,,14.5
Skov-Ettrup 2014.pdf,319603,Tailored text messages,676,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.4,60.3,15.4,Danish,0,0,0,1055,52.20,PP,0,1,,,17.9
Slama_1990_The effectiveness of two smoking cessation.pdf,252908,Control,79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,Australia,0,0,0,106,52.20,NCS,0,0,12,months,8
Slama_1990_The effectiveness of two smoking cessation.pdf,252908,Simple advice,78,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,-,-,Australia,0,0,0,104,52.20,NCS,0,0,12,months,5
Slama_1990_The effectiveness of two smoking cessation.pdf,252908,Structured Behavioural Change,77,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,Australia,0,0,0,101,52.20,NCS,0,0,12,months,12
Smit 2016.pdf,423042,computer tailoring and counseling,2020,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,48.1,63.2,-,Dutch,0,0,0,93,52.20,C,1,0,,,15.1
Smit 2016.pdf,423042,computer tailoring without counseling,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.8,58.3,-,Dutch,0,0,0,75,52.20,C,1,0,,,26.7
Smit 2016.pdf,423042,usual care,2022,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.1,57.1,-,Dutch,0,0,0,64,52.20,C,1,0,,,18.8
Smith 2001 primary paper.pdf,263260,MI / Supportive Group Counselling (MIS),377,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-,4.35,PP,0,1,,,13
Smith 2001 primary paper.pdf,263260,CBT/ Skill Training Group Counselling,376,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-,4.35,PP,0,1,,,10
