,doc_id,arm_id,doc,arm,"(6452745, '1.1.Goal setting (behavior)')","(6452746, '1.2 Problem solving')","(6452748, '1.4 Action planning')","(6452752, '1.8 Behavioral contract')","(6452948, '11.1 Pharmacological support')","(6452949, '11.2 Reduce negative emotions')","(6452956, '12.3 Avoidance/reducing exposure to cues for the behavior')","(6452959, '12.5 Adding objects to the environment')","(6452960, '12.6 Body changes')","(6452963, '13.2 Framing/reframing')","(6452756, '2.2 Feedback on behaviour')","(6452757, '2.3 Self-monitoring of behavior')","(6452761, '2.7 Feedback on outcome(s) of behavior')","(6452763, '3.1 Social support (unspecified)')","(6452764, '3.2 Social support (practical)')","(6452831, '4.1 Instruction on how to perform the behavior')","(6452832, '4.2 Information about Antecedents')","(6452836, '4.5. Advise to change behavior')","(6452838, '5.1 Information about health consequences')","(6452840, '5.3 Information about social and environmental consequences')","(6452853, '7.3 Reduce prompts/cues')","(6452861, '8.2 Behavior substitution')","(6452932, '9.1 Credible source')","(6452933, '9.2 Pros and cons')","('Abstinence: Continuous ', 'Abstinence: Continuous ')","('Abstinence: Point Prevalence ', 'Abstinence: Point Prevalence ')","(6451788, 'Biochemical verification')","('Combined follow up (<= 1 month)', 'Combined follow up (<= 1 month)')","('Combined follow up (<= 8 months)', 'Combined follow up (<= 8 months)')","('Combined follow up (<= 15 month)', 'Combined follow up (<= 15 month)')","('Combined follow up (<= 20 months)', 'Combined follow up (<= 20 months)')","('Combined follow up (<= 28 months)', 'Combined follow up (<= 28 months)')","('Combined follow up (Reported)', 'Combined follow up (Reported)')","(6080691, 'Digital content type')","(6080686, 'Face to face')","(6080701, 'Group-based')","(6080704, 'Health Professional')","('Individual-level analysed (<= 300)', 'Individual-level analysed (<= 300)')","('Individual-level analysed (<= 800)', 'Individual-level analysed (<= 800)')","('Individual-level analysed (<= 2500)', 'Individual-level analysed (<= 2500)')","('Individual-level analysed (<= 10000)', 'Individual-level analysed (<= 10000)')","('Individual-level analysed (<= 30000)', 'Individual-level analysed (<= 30000)')","('Mean age (adolecent)', 'Mean age (adolecent)')","('Mean age (young adult)', 'Mean age (young adult)')","('Mean age (adult)', 'Mean age (adult)')","('Mean age (elderly)', 'Mean age (elderly)')","('Mean number of times tobacco used (<= 10)', 'Mean number of times tobacco used (<= 10)')","('Mean number of times tobacco used (<= 15)', 'Mean number of times tobacco used (<= 15)')","('Mean number of times tobacco used (<= 20)', 'Mean number of times tobacco used (<= 20)')","('Mean number of times tobacco used (<= 25)', 'Mean number of times tobacco used (<= 25)')","('Mean number of times tobacco used (Reported)', 'Mean number of times tobacco used (Reported)')","(6823487, 'Motivational Interviewing')","(6080694, 'Patch')","(6830268, 'Pharmaceutical company competing interest')","(6830264, 'Pharmaceutical company funding')","(6080695, 'Pill')","(6080688, 'Printed material')","('Proportion identifying as female gender (<= 15)', 'Proportion identifying as female gender (<= 15)')","('Proportion identifying as female gender (<= 35)', 'Proportion identifying as female gender (<= 35)')","('Proportion identifying as female gender (<= 45)', 'Proportion identifying as female gender (<= 45)')","('Proportion identifying as female gender (<= 60)', 'Proportion identifying as female gender (<= 60)')","('Proportion identifying as female gender (<= 99)', 'Proportion identifying as female gender (<= 99)')","('Proportion identifying as male gender (<= 35)', 'Proportion identifying as male gender (<= 35)')","('Proportion identifying as male gender (<= 45)', 'Proportion identifying as male gender (<= 45)')","('Proportion identifying as male gender (<= 60)', 'Proportion identifying as male gender (<= 60)')","('Proportion identifying as male gender (<= 99)', 'Proportion identifying as male gender (<= 99)')","(6080693, 'Somatic')","(6080692, 'Website / Computer Program / App')","('aggregate patient role', 'aggregate patient role')","('brief advice', 'brief advice')","('bupropion', 'bupropion')","('control', 'control')","('doctor', 'doctor')","('gum', 'gum')","('healthcare facility', 'healthcare facility')","('lozenge', 'lozenge')","('nrt', 'nrt')","('nurse', 'nurse')","('phone', 'phone')","('placebo', 'placebo')","('psychologist', 'psychologist')","('text messaging', 'text messaging')","('varenicline', 'varenicline')","('External stimuli BCT', 'External stimuli BCT')","('Influence of others BCT', 'Influence of others BCT')","('Habit BCT', 'Habit BCT')","('Monitoring BCT', 'Monitoring BCT')","('Goal directed BCT', 'Goal directed BCT')","('Social support BCT', 'Social support BCT')","('Environmental restructuring BCT', 'Environmental restructuring BCT')","('Consequences BCT', 'Consequences BCT')","('Mental representation BCT', 'Mental representation BCT')","('Personal resources BCT', 'Personal resources BCT')","('Outcome', 'Outcome')"
728,296255,456,Aveyard 2003.pdf,Manual,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,3.4
729,296419,869,Dijkstra 1998a.pdf,No information (CO),,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.06,1,1,0,0,0.7,1,1,,,,,,,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,1.6
730,296419,792,Dijkstra 1998a.pdf,Self-efficacy information (SE),,1,,,,,,,,,,,,,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.06,1,1,0,0,0.7,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,0,0,0,1,0,3.3
731,296419,793,Dijkstra 1998a.pdf,Outcome information (OC),,,,,,,,,,1,,,,,,,,,1,1,,,,,1,0,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.06,1,1,0,0,0.7,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,1,1,0,2.4
732,296419,791,Dijkstra 1998a.pdf,Both sorts of information (BO),,1,,,,,,,,1,,,,,,1,,,1,1,,,,,1,0,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.06,1,1,0,0,0.7,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,0,0,1,1,0,4.8
733,263049,6,Abroms 2008.pdf,X-Pack,1,1,,,,,,1,,,,,,1,,,,,1,1,1,1,,,0,1,1,0,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,0,0,0.42,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,1,0,1,0,1,1,1,1,0,0,10.2
734,263049,7,Abroms 2008.pdf,Clearing the Air (CTA),1,,,,,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,0,0,1,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,1,0,0,0,0,5.7
735,296440,825,Lando 1988.pdf,Comparison,,,,,1,,,,,,,,,,,,,,,1,,,1,,0,1,1,0,0,1,1,1,1,0,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,,1,,,1,1,,,,0,,,,,0,,0,1,0,0,0,0,0,1,0,0,2
736,296440,824,Lando 1988.pdf,Experimental Self-help,,,,,1,,,,1,,,,,,,1,,1,,1,,,1,,0,1,1,0,0,1,1,1,1,0,,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,,1,,,,1,,,,0,,,,,0,,0,1,0,0,0,0,0,1,1,1,19
737,252890,35,Hilberink_2005_Smoking cessation in patients with COPD_10.1016j.ypmed.2005.08.003.pdf,Smoking-Cessation Counselling (SMOCC),1,1,,,,,,1,,,1,,,1,,,,,1,,,,,,0,1,,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,,,,1,0,0,0,1,1,0,0.74,1,1,,,1,,,,1,,,,0,1,,,,0,,0,0,0,1,1,1,1,1,0,0,16
738,252890,36,Hilberink_2005_Smoking cessation in patients with COPD_10.1016j.ypmed.2005.08.003.pdf,Control,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0.98,1,0,0,0,0,0,,,1,1,,,0,0,1,1,1,0,0,1,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,8.8
739,263219,326,Paek 2014.pdf,Conventional counselling,,,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,0.4,1,1,,1,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,1,0,,1,,,,,0,,0,0,0,0,0,1,0,0,0,0,17.6
740,263219,325,Paek 2014.pdf,Intervention,,,,,1,,,,,,,,,1,,,,,1,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,1,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,1,0,,1,,,,,0,,0,0,0,0,0,1,0,1,0,0,21.6
741,263109,185,Froelicher 2010.pdf,Control group (CG),,1,,,1,,,,,,,,,,,1,,,,,,,1,,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,,,,,,1,0,0,0,0.06,1,0.94,1,1,1,,,,,,1,,,,,0,1,1,,,0,,0,1,0,0,1,0,0,0,1,0,5.3
742,263109,184,Froelicher 2010.pdf,CG care plus tobacco industry and media (IAM),,1,,,1,,,,,,,,,,,1,,,,1,,,,,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,,,,,,1,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,1,1,,,0,,0,0,0,0,1,0,0,1,1,0,15.8
743,296332,412,Aveyard 2007.pdf,Basic,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,1,1,1,,,0,0,0,1,1,0,0.54,1,1,,,1,,,,,,,,1,1,1,,,0,,0,0,0,0,0,0,0,0,0,0,7.7
744,296332,411,Aveyard 2007.pdf,Weekly,1,,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,1,,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,,1,1,1,,,0,0,0,1,1,0,0.04,1,1,,,1,,,,,,,,1,1,1,,,0,,0,0,0,0,1,0,0,0,0,0,6.6
745,263213,318,Ng 2010 DONE IN PILOT.pdf,Cessation clinic (CC),,1,,,,,,1,,,,,,1,,1,,1,1,,,,,,0,1,,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,,,,,1,0,0,0,0,0,0,0,0,0,,,1,1,,,1,,,,0,,,,,0,,0,1,0,0,1,1,1,1,1,0,30.3
746,263213,317,Ng 2010 DONE IN PILOT.pdf,Doctors advise (DA),,1,,,,,,1,,,,,,1,,,,1,1,,,,,,0,1,,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0.4,1,1,1,1,1,,,,,1,0,0,0,0,0,0,0,0,0,,,1,1,,,1,,,,0,,,,,0,,0,1,0,0,1,1,1,1,0,0,36.8
747,436348,2622,Auguston 2017.pdf,Low-frequency text contact (LFTC),,,,,,,,,,,,,,,,,,,1,1,,,,,0,1,,0,1,1,1,1,1,0,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,1,,0,0,0,0,0,0,0,1,0,0,27.7
748,436348,2621,Auguston 2017.pdf,High-frequency text contact (HFTC),,,,,,,1,,,,,,,1,,1,,,1,1,,,,,0,1,,0,1,1,1,1,1,0,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,1,,0,0,0,0,0,1,1,1,1,0,27.7
749,321095,1044,Curry 1988.pdf,Absolute abstinence (AA - self help),1,,,,,,,,1,,,,,1,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,1,0,0,0,1,1,0,0.2,1,1,,,,,,,,,,,0,,,,,0,,0,0,1,0,1,1,0,0,0,1,17
750,321095,692,Curry 1988.pdf,Relapse prevention (RP - group),1,,,,,,,,1,1,,,,1,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,1,0,0,0,1,1,0,0.2,1,1,,,,,,,,,,,0,,,,1,0,,0,0,1,0,1,1,0,0,1,1,25
751,321095,1043,Curry 1988.pdf,Relapse prevention (RP - self help),1,,,,,,,,1,,,,,1,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,1,0,0,0,1,1,0,0.2,1,1,,,,,,,,,,,0,,,,,0,,0,0,1,0,1,1,0,0,0,1,26
752,321095,693,Curry 1988.pdf,Absolute abstinence (AA - group),1,,,,,,,,1,,,,,1,,,,,,,,,,,0,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,1,0,0,0,1,1,0,0.2,1,1,,,,,,,,,,,0,,,,1,0,,0,0,1,0,1,1,0,0,0,1,38
753,296327,611,Zhu 1996.pdf,Single counseling,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,0.74,1,1,0,0,0.8,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,1,0,7.5
754,296327,610,Zhu 1996.pdf,Multiple counseling,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,0.74,1,1,0,0,0.8,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,1,0,9.9
755,296327,612,Zhu 1996.pdf,Self help,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,0,1,1,1,0,0.74,1,1,0,0,0.8,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,1,0,5.4
756,437501,2203,Dedert 2018.pdf,Placebo patch,,1,,,1,,,,,,,,,1,,,,,1,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,1,1,,,,0,0,0.4,1,1,0,0,1,1,1,,,,,,,1,,1,1,,,1,,0,,0,0,0,0,1,1,0,1,0,0,32
757,437501,2202,Dedert 2018.pdf,Active patch,,1,,,1,,,,,,,,,1,,,,,1,,,,,,0,1,1,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,1,1,,,,0,0,1,1,1,0,0,1,1,1,,,,,,,1,,1,1,,,,,0,,0,0,0,0,1,1,0,1,0,0,5
758,423255,1979,Vilaplana 2014.pdf,Intervention (SMS group),,,,,,,,,,,1,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,0.74,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,,,,1,,1,0,0,1,0,0,0,1,0,0,74
759,423255,1980,Vilaplana 2014.pdf,Control (no SMS group),,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,1,1,1,0,1,,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,0,0,0,0,0,45.6
760,263073,141,Brown 2007.pdf,Smoking CBT + Depression CBT + Burproprion (CBTD+BUP),,1,,,1,,,,,,,,,1,,,,,,,1,,,,0,1,1,0,0,1,1,1,1,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,,,,,0,0,0.74,1,1,0,0,1,1,,,,,,,,,,,0,,,,,0,,1,0,0,0,1,1,0,0,0,1,17.6
761,263073,144,Brown 2007.pdf,Smoking CBT + placebo (ST+PLAC),,1,,,,,,,,,,,,1,,,,,,,1,,,,0,1,1,0,0,1,1,1,1,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0.46,1,,,,,,,0,0,0.58,1,1,0,0,1,1,,,,,,,,,,,0,,,1,,0,,1,0,0,0,1,1,0,0,0,0,15.3
762,263073,142,Brown 2007.pdf,Smoking CBT + Depression CBT + Placebo (CBTD+PLAC),,1,,,,,,,,,,,,1,,,,,,,1,,,,0,1,1,0,0,1,1,1,1,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,0.6,1,,,,,,,0,0,1,1,1,0,0,1,1,,,,,,,,,,,0,,,1,,0,,1,0,0,0,1,1,0,0,0,1,17.9
763,263073,143,Brown 2007.pdf,Smoking CBT + buproprion (ST+BUP),,1,,,1,,,,,,,,,1,,,,,,,1,,,,0,1,1,0,0,1,1,1,1,0,,,,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,,,,,0,0,0,1,1,0,0.2,1,1,,,,,,,,,,,0,,,,,0,,1,0,0,0,1,1,0,0,0,0,22.5
764,437438,2244,Cheung 2019.pdf,Brief Advice,,,,,,,,,,,,,,,,,,1,,,,,,,0,1,,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0.92,1,1,0,1,1,1,1,,,,,,1,1,1,1,1,1,0,0,0,1,,,,1,,,,,,,0,,,,,0,,0,1,0,0,0,0,0,0,0,0,8
765,437438,2243,Cheung 2019.pdf,NRT + brief advice,,,,,1,,,,,,,,,,,1,,1,,,,,,,0,1,,0,1,1,1,1,1,0,1,,,1,1,1,1,1,0,0.76,1,1,0,1,1,1,1,,1,,,,1,0,1,1,1,1,0,0,0,1,1,,,1,,,,1,,,1,,,,,0,,0,1,0,0,0,0,0,0,1,0,8
766,263165,276,Leischow 2004.pdf,Over the counter (OTC),,,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,1,0,,,,0.8,1,1,1,1,0,0,1,1,0,0,0,0.2,1,,,1,1,,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,1,,,,,0,,0,0,0,0,0,0,0,0,0,0,0.77
767,263165,275,Leischow 2004.pdf,Healthcare provider (HCP),1,1,,,,,,,,,,,,1,,1,1,1,,,,,1,,1,0,1,0,0,1,1,1,1,0,1,,1,0.8,1,1,1,1,0,0,1,1,0,0,0,0.2,1,,,1,1,,1,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,1,1,,,,0,,0,1,0,0,1,1,0,0,1,0,3.08
768,263154,258,Jason1995 (true primary paper).pdf,Self-help,,,,,,,,,,,,,,,,,,,,1,,,,,0,1,1,0,0,1,1,1,1,0,,,,0.4,1,1,1,1,0,0.52,1,1,0,0,0,1,1,,,,,,1,0,0,0,0,1,1,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,0,1,1,0,7
769,263154,256,Jason1995 (true primary paper).pdf,Group,,1,1,,,1,1,,,,,1,,1,,1,,,,1,,,,,0,1,1,0,0,1,1,1,1,0,1,1,,0.4,1,1,1,1,0,0.34,1,1,0,0,0.3,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,1,1,1,1,1,1,1,1,20
770,263154,257,Jason1995 (true primary paper).pdf,Incentive,,,,,,,,1,,,,,,,,,,,,1,,,,,0,1,1,0,0,1,1,1,1,0,,,,0.4,1,1,1,1,0,0.44,1,1,0,0,0,1,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,0,1,1,1,0,10
771,296384,765,Borland 2004.pdf,Control,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,1,0,0,0,1,1,0,0.58,1,1,,,,,,1,,,,,0,,,,,0,,0,0,0,0,0,1,1,0,1,0,12
772,296384,764,Borland 2004.pdf,Tailored advice,,,,,,,,1,,1,,,,1,,1,,,,,,,,,1,0,,0,0,1,1,1,1,0,,,,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,,,,,1,0,0,0,1,1,0,0.9,1,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,0,1,1,0,1,0,20
773,263163,271,Lando (1997).pdf,Orientation session only,1,,,,1,,,,,,,,,,,,,,,1,,,,,1,0,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,1,1,1,,1,0,0,0.68,1,1,0,0,1,1,,,1,,,,1,,,,1,,,,,0,,0,0,0,0,1,0,0,1,0,0,15
774,263163,269,Lando (1997).pdf,Orientation + Help Line + Telephone Outreach,1,1,,,1,,,,,,,,,1,,1,,,,1,,,,,1,0,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,1,1,1,,1,0,0,0,0.9,1,0.1,1,1,1,,,1,,,,1,,,,1,,1,,,0,,0,0,0,0,1,1,0,1,1,0,17
775,263163,270,Lando (1997).pdf,Orientation + Help Line,1,,,,1,,,,,,,,,1,,,,,,1,,,,,1,0,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,,1,1,1,,1,0,0,0,0.74,1,0.26,1,1,1,,,1,,,,1,,,,1,,1,,,0,,0,0,0,0,1,1,0,1,0,0,15
776,296271,486,Halpin 2006.pdf,drugs only,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0.2,1,0.8,1,1,1,1,,1,,,,,,,,1,,,,,0,,0,0,0,0,0,0,0,0,0,0,19
777,296271,485,Halpin 2006.pdf,drugs and counseling,1,,,,1,,,,,,,,,1,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0.2,1,0.8,1,1,1,1,,1,,,,,,,,0,,1,,,0,,0,0,0,0,1,1,0,0,0,0,13
778,296271,484,Halpin 2006.pdf,drugs if counseling,1,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,1,1,1,1,1,,1,,,,,,,,0,,1,,,0,,0,0,0,0,1,0,0,1,0,0,18
779,263229,341,Prapavessis 2016 (c) primary paper.pdf,Contact Control,1,,,,1,,,,,,,,,,,,,,,,1,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,1,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,1,,,,,0,,1,0,0,0,1,0,0,0,0,0,20.7
780,263229,338,Prapavessis 2016 (c) primary paper.pdf,Exercise Maintenance + Smoking Cessation Maintenance,1,1,,,1,,,,,,,,,1,,,,,,1,1,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,1,,,0,,1,0,0,0,1,1,0,1,0,0,32.8
781,263229,339,Prapavessis 2016 (c) primary paper.pdf,Exercise Maintenance + Contact Control,1,,,,1,,,,,,,,,1,,,,,,,1,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,1,,1,,,0,,1,0,0,0,1,1,0,0,0,0,19
782,263229,340,Prapavessis 2016 (c) primary paper.pdf,Smoking Cessation Maintenance + Contact Control,1,1,,,1,,,,,,,,,,,,,,,1,1,,,,1,0,1,0,0,1,1,1,1,0,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,1,,1,,,,1,0,0,0,0,0,0,0,0,0,,,,,,1,,,,,1,,,,,0,,1,0,0,0,1,0,0,1,0,0,27.6
783,437577,2686,Windle 2018.pdf,Varenicline,,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,1,,0,1,1,1,1,0,0,0,1,,,,,,,,,,,0,,,,,0,,0,0,0,0,1,1,0,0,0,0,39.9
784,437577,2687,Windle 2018.pdf,Placebo,,1,,,1,,,,,,,,,1,,,,,,,,,,,0,1,1,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0,1,1,0,0,0,1,1,,,1,1,1,,0,1,1,1,1,0,0,0,1,,,,,,,,,,,0,,,1,,0,,0,0,0,0,1,1,0,0,0,0,29.1
785,263289,407,Yalcin 2014.pdf,Study group,1,1,,,1,1,,,,,,,,1,,,,,,1,,,,,0,0,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.95,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,,1,,,0,,0,1,0,0,1,1,1,1,0,1,44
786,263289,408,Yalcin 2014.pdf,Control group,1,1,,,1,1,,,,,,,,1,,,,,,1,,,,,0,0,1,0,1,1,1,1,1,0,1,1,,1,1,1,1,1,0,0.562,1,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,1,,,,,0,,1,,,0,,0,1,0,0,1,1,1,1,0,1,27.4
787,252892,40,McDowell_1985_A randomized trial of three approaches.pdf,Group Behaviour Modification,,1,,,,,,,1,1,,1,,,,,,,,,,,1,,0,0,,0,0,1,1,1,1,0,,1,,1,1,1,1,1,0,0.74,1,1,0,0,0,1,1,,,,,,,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,0,,,,,0,,0,1,1,1,1,0,0,0,1,1,17.2
788,252892,42,McDowell_1985_A randomized trial of three approaches.pdf,Physician Encouragement,,,,,,,,,,,,1,,1,,,,,,,,,,,0,0,,0,0,1,1,1,1,0,1,,1,1,1,1,1,1,0,0.74,1,1,0,0,0,0.8,1,,,,,,1,0,0,0,1,1,0,1,1,1,,,1,,,,1,,,,0,,,,,0,,0,0,0,1,0,1,0,0,0,0,14.9
789,252892,41,McDowell_1985_A randomized trial of three approaches.pdf,Group Health Education,,,,,,,,,,,,1,,,,,,,,,,,1,,0,0,,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.74,1,1,0,0,0,0,1,,,,,,,0,0,0,1,1,0,1,1,1,,,1,,,,,,,,0,1,,,,0,,0,1,0,1,1,0,0,0,0,0,16.7
790,252892,43,McDowell_1985_A randomized trial of three approaches.pdf,Control,,,,,,,,,,,,1,,,,,,,,,,,,,0,0,,0,0,1,1,1,1,0,,,,1,1,1,1,1,0,0.74,1,1,0,0,0,1,1,,,,,,,0,0,0,1,1,0,1,1,1,,,1,,,1,,,,,0,,,,,0,,0,0,0,1,0,0,0,0,0,0,14.1
791,423110,2069,Bricker 2014.pdf,CBT intervention,,,1,,1,,1,,,1,,,,1,,,,,,,,,,,0,1,,0,1,1,1,1,1,0,,,,1,1,1,1,1,0,0.28,1,1,0,0,0,0,0,,1,,,,1,0,0,0,0,1,1,1,1,1,1,,,,,,,1,,,1,,1,,,0,,0,0,0,0,1,1,1,0,1,0,22
