document,document_id,arm,arm_id,Outcome value,manually-added outcome value,remove paper,Will be fixable in EPPI - will need to update the JSON file,will need to be fixed via supplementary file merge,Combined follow up,Biochemical verification,CBT,Motivational Interviewing,brief advise,1.1.Goal setting,1.2 Problem solving,1.4 Action planning,2.2 Feedback on behaviour,2.3 Self-monitoring of behavior,3.1 Social support,4.1 Instruction on how to perform the behavior,4.5. Advise to change behavior,5.1 Information about health consequences,5.3 Information about social and environmental consequences,11.1 Pharmacological support,11.2 Reduce negative emotions,Group-based,Face to face,phone,Website / Computer Program / App,Patch,Somatic,gum,e_cigarette,inhaler,lozenge,nasal_spray,placebo,nrt,Pill,bupropion,varenicline,Printed material,Digital content type,text messaging,Health Professional,doctor,nurse,pychologist,aggregate patient role,Mean age,Proportion identifying as female gender,Mean number of times tobacco used,Country of intervention,healthcare facility,Pharmaceutical company funding,Pharmaceutical company competing interest,Individual-level analysed
Rohsenow 2014.pdf,423121,MI + No Booster,2100,-,,1,,,-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-,-,-,-,0,0,0,-
Rohsenow 2015.pdf,263247,MI + NCV,360,4.5,,,,,52.2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,34.5,55.4,22.3,-,0,0,0,44
Rohsenow 2015.pdf,263247,motivational interviewing (MI) + CV,359,7.5,,,,,52.2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,34.5,55.4,22.3,-,0,0,0,53
Rohsenow 2015.pdf,263247,Brief Advice (BA) + CV,361,0,,,,,52.2,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,34.5,55.4,22.3,-,0,0,0,44
Rohsenow 2015.pdf,263247,Brief Advice + NCV,362,4.8,,,,,52.2,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,34.5,55.4,22.3,-,0,0,0,42
Rohsenow 2017.pdf,423076,Contingent Vouchers (CV),1999,3.7,,,,,52.2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,37.87,34,19.95,-,0,0,0,172
Rohsenow 2017.pdf,423076,Noncontingent Vouchers (NV),2000,1.8,,,,,52.2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,37.28,31,18.99,-,0,0,0,168
Romand-2005.pdf,263248,Control group,364,3,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,54,-,France,0,0,0,109
Romand-2005.pdf,263248,Test group,363,13,,,,,52.2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-,54,-,France,0,0,0,119
Romanowich 2015.pdf,423077,Control,2003,-,14,,,1,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6,55,21.9,-,0,0,0,29
Romanowich 2015.pdf,423077,Escalating reinforcement schedule,2001,-,10,,,1,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9,42,21.7,-,0,0,0,59
Romanowich 2015.pdf,423077,Fixed reinforcement schedule,2002,-,12,,,1,26.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,45,24.3,-,0,0,0,58
Romer 2018.pdf,437557,Text only,2678,-,,1,,,4.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,45.5,16.4,US,0,0,0,174
Romer 2018.pdf,437557,Pictorial Warning,2677,-,,1,,,4.35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,45.5,16.4,US,0,0,0,174
Romer 2018.pdf,437557,Elaborated text,2676,-,,1,,,4.35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,45.5,16.4,US,0,0,0,174
Ronaldson 2018.pdf,437558,Waiting list,2683,6.3,,,,,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53.4,48.6,16.2,England,0,0,0,334
Ronaldson 2018.pdf,437558,Tests now,2682,5.3,,,,,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,53.5,50.6,15.9,England,0,0,0,340
Rose_1978_A randomised controlled trial of the.pdf,252899,Intervention,56,36,,,,,-,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,52,-,19,-,0,0,0,714
Rose_1978_A randomised controlled trial of the.pdf,252899,Normal Care,57,14,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,-,18,-,0,0,0,731
Rose_1992_Randomised controlled trial of anti smoking.pdf,252900,Normal Care (NC),436,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,731
Rose_1992_Randomised controlled trial of anti smoking.pdf,252900,Intervention (I),435,-,,1,,,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,0,0,0,714
Roski 2003.pdf,296312,Control,567,19.2,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-,-,-,-,0,0,0,1065
Roski 2003.pdf,296312,Incentive,566,21.7,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,-,0,0,0,-
Rovina 2009.pdf,321139,buproprion with nonspecific supportive and motivational group therapy (NSGT) (Group B),734,28.1,,,,,52.2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,45.3,34.3,38.1,United States,0,0,0,35
Rovina 2009.pdf,321139,bupropion with cognitive behavioral group therapy (CBGT) (Group C),733,34.3,,,,,52.2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,44.7,50,34.7,United States,0,0,0,40
Rovina 2009.pdf,321139,Cognitive behavioural group therapy (CBGT) only (Group D),736,19.4,,,,,52.2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.5,52.8,34.2,United States,0,0,0,36
Rovina 2009.pdf,321139,Buprioprion with physician counseling (Group A),735,29.6,,,,,52.2,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,44.65,30.5,37.8,United States,0,0,0,94
Russell_1979_Effect of general practitioners advice against.pdf,252901,Advice by GP (Group 3),59,16,,,,,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-,-,-,United States,0,0,0,389
Russell_1979_Effect of general practitioners advice against.pdf,252901,"Advice, leaflet & follow-up (Group 4)",58,19,,,,,-,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,-,-,United States,0,0,0,408
Russell_1979_Effect of general practitioners advice against.pdf,252901,Questionnaire-only Control (Group 2),60,14,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,United States,0,0,0,430
Russell_1979_Effect of general practitioners advice against.pdf,252901,Control (Group 1),61,10,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,United States,0,0,0,340
Russell_1983_Effect of nicotine chewing gum as.pdf,252903,Advice and Nicorette (Group 3),62,16,,,,,-,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,40,57,17,Canada,0,0,0,679
Russell_1983_Effect of nicotine chewing gum as.pdf,252903,Advice and booklet (Group 2),63,10,,,,,-,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40,57,17,Canada,0,0,0,675
Russell_1983_Effect of nicotine chewing gum as.pdf,252903,No advice control (Group 1),64,13,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,57,17,Canada,0,0,0,584
Sanders 1989.pdf,296372,Controls,755,0.9,,,,,4.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,-,-,-,0,0,0,642
Sanders 1989.pdf,296372,Intervention,753,3.6,,,,,4.35,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,-,-,-,-,0,0,0,-
Sawicki 1993.pdf,321141,Control group,738,1,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,38,38,20,Germany,0,1,1,3
Sawicki 1993.pdf,321141,Intervention group,737,5,,,,,26.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,41,23,Germany,0,1,1,2
Scheffers-Van Schayck 2019.pdf,437468,Intervention,2330,53.3,,,,,13.05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.3,53.3,15,Netherlands,0,0,0,45
Scheffers-Van Schayck 2019.pdf,437468,Control,2331,13.2,,,,,13.05,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.1,63.2,16,Netherlands,0,0,0,38
Scherphof 2014a.pdf,319601,Nicotine patch,672,14.8,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.56,59.3,-,Netherlands,0,0,0,135
Scherphof 2014a.pdf,319601,Placebo patch,673,13.1,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.7,45.9,-,Netherlands,0,0,0,122
Scherphof 2014b.pdf,319602,Nicotine patch,674,4.4,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.7,-,-,-,0,1,1,135
Scherphof 2014b.pdf,319602,Placebo patch,675,6.6,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.7,-,-,-,0,1,1,122
Schleicher 2012.pdf,321144,Nutrition group,740,10.3,,,,,26.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,51,-,-,0,0,0,15
Schleicher 2012.pdf,321144,Smoking group,739,13.8,,,,,26.1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,51,-,-,0,0,0,19
Schmitz 2007.pdf,321145,Burproprion + cognitive behavioural therapy (CBT),741,-,,1,,,52.2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46.5,-,24.6,United Kingdom,0,1,1,41
Schmitz 2007.pdf,321145,placebo + CBT,743,-,,1,,,52.2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50,-,20,United Kingdom,0,1,1,39
Schmitz 2007.pdf,321145,placebo + ST,744,-,,1,,,52.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,47.7,-,20.2,United Kingdom,0,1,1,37
Schmitz 2007.pdf,321145,buproprion + standard treatment (ST),742,-,,1,,,52.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,47,-,21.1,United Kingdom,0,1,1,37
Schnoll 2015.pdf,423092,Extended Treatment ,2076,26,,,,,52,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.9,54.9,17,United States,0,0,1,173
Schnoll 2015.pdf,423092,Standard Treatment ,2077,21.7,,,,,52,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.9,50,16.9,United States,0,0,1,180
Schnoll 2015.pdf,423092,Maintenance Treatment ,2075,20.3,,,,,52,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.4,47.1,17.4,United States,0,0,1,172
Schnoll 2019.pdf,437469,Extended,2335,15.7,,,,,52,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,58,56.2,13.5,-,0,1,1,105
Schnoll 2019.pdf,437469,Standard,2336,10.5,,,,,52,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,45.1,13.2,-,0,1,1,102
Schnoll_2003_Brief physician initiated quit smoking strategies_10.1200JCO.2003.04.122.pdf,252904,Usual Care,66,13.6,,,,,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,60.8,-,-,0,0,0,217
Schnoll_2003_Brief physician initiated quit smoking strategies_10.1200JCO.2003.04.122.pdf,252904,Physician-Based Intervention,65,13.3,,,,,-,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-,70.7,-,-,0,0,0,215
Schofield 1999.pdf,296474,Control,850,13,,,,,52.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,Australia,0,0,0,2465
Schofield 1999.pdf,296474,Intervention,849,12,,,,,52.2,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-,-,-,Australia,0,0,0,2465
Schumann 2008.pdf,296476,Intervention,851,-,16,,,1,104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.8,46.7,-,Germany,0,0,0,302
Schumann 2008.pdf,296476,Control,852,-,16.2,,,1,104.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.2,45.6,-,Germany,0,0,0,309
Secades Villa 2014.pdf,263249,cognitive behavioural therapy + contingency management (CBT + CM),365,39.5,,,,,26.1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.4,69.8,21.6,Spain,0,0,0,43
Secades Villa 2014.pdf,263249,Cognitive behavioural therapy (CBT),366,26.5,,,,,26.1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.9,59.2,21.8,Spain,0,0,0,49
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Repeated counselling plus nicotine gum,68,7,,,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,-,36.7,-,n Ita,0,0,0,294
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Minimal intervention,70,4,,,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,32,-,n Ita,0,0,0,62
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Repeated counselling plus spirometry,67,6,,,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,40,-,n Ita,0,0,0,292
Segnan_1991_A randomized trial of smoking cessation.pdf,252905,Repeated counselling,69,5,,,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,39.6,-,n Ita,0,0,0,275
Senore_1998_Predictors of smoking cessation following physician.pdf,252906,Repeated Counseling (RC),73,-,,1,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-,-,-,Italy,0,0,0,-
Senore_1998_Predictors of smoking cessation following physician.pdf,252906,Minimal Intervention (C),74,-,,1,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,Italy,0,0,0,-
Senore_1998_Predictors of smoking cessation following physician.pdf,252906,Repeated Counseling (RC) + nicotine gum,72,-,,1,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,Italy,0,0,0,-
Senore_1998_Predictors of smoking cessation following physician.pdf,252906,Repeated Counseling (RC) + spirometry,71,-,,1,,,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,Italy,0,0,0,-
Seversen_1997_Reducing maternal smoking and relapse long.pdf,252907,Extended,75,32.8,,,,,-,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,-,-,United States,0,0,0,609
Seversen_1997_Reducing maternal smoking and relapse long.pdf,252907,Minimal,76,26.1,,,,,-,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-,-,-,United States,0,0,0,417
Sharma 2018.pdf,437559,Counselling alone,2348,32.4,,,,,24,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,34.23,-,-,India,1,0,0,397
Sharma 2018.pdf,437559,Nicotine replacement therapy and behaviour change counselling,2347,47.8,,,,,24,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,34.9,-,-,India,1,0,0,398
Sherman 2016.pdf,423481,Quitline,1973,2,,,,,26.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48,22,12.5,-,0,0,0,814
Sherman 2016.pdf,423481,Intensive counseling,1972,2,,,,,26.1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,49,20,12.3,-,0,0,0,804
Sherman 2018.pdf,437560,Self-help + proactive telephone,2792,12.5,,,,,26.1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,54,6.8,17.6,United States,0,0,0,592
Sherman 2018.pdf,437560,Self-help + reactive telephone,2793,13.5,,,,,26.1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,55.1,4.8,20.1,United States,0,0,0,525
Sherman 2018.pdf,437560,Counselling + reactive telephone,2791,12.9,,,,,26.1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,54.2,7,18.3,United States,0,0,0,934
Sherman 2018.pdf,437560,Counselling + proactive telephone,2790,14.7,,,,,26.1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,53.7,5.1,17.7,United States,0,0,0,1069
Sherratt 2018.pdf,437561,Control,2801,35.9,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,56.8,-,United Kingdom,0,0,0,146
Sherratt 2018.pdf,437561,Intervention,2800,50.4,,,,,26.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,62.3,-,United Kingdom,0,0,0,151
Shiffman 2018.pdf,437562,NNCCs,2799,5,,,,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,55,1.9,United States,0,0,1,120
Shiffman 2018.pdf,437562,VLNCCs,2798,10.2,,,,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.4,55,1.9,United States,0,0,1,118
Shiffman 2019.pdf,437470,Placebo,2312,5.3,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.4,54.3,1.9,United States,0,1,1,188
Shiffman 2019.pdf,437470,Nicotine gum,2311,7.2,,,,,26.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,42.2,59.7,1.8,United States,0,1,1,181
Shishani_B_ 2018.pdf,437564,Contingent,2802,42.1,,,,,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,37,-,-,0,0,0,19
Shishani_B_ 2018.pdf,437564,Non-contingent,2803,5,,,,,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,35,-,-,0,0,0,20
Siddiqi 2013 primary paper.pdf,263250,Behavioral support sessions plus 7 wk of bupropion therapy (BSS+),367,-,45.4,,,1,26.1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,38.3,5,-,Pakistan,1,0,0,659
Siddiqi 2013 primary paper.pdf,263250,Control,369,-,8.5,,,1,26.1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,41.7,3,-,Pakistan,1,0,0,656
Siddiqi 2013 primary paper.pdf,263250,Behavioral support sessions (BSS),368,-,41,,,1,26.1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,42.8,6,-,Pakistan,1,0,0,640
Simmons 2013.pdf,263257,Group intervention,371,15.5,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.35,34.5,47.86,-,0,0,0,84
Simmons 2013.pdf,263257,Didactic,373,17.9,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.64,44,44.76,-,0,0,0,84
Simmons 2013.pdf,263257,Web-Smoke,370,22.2,,,,,26.1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,45.7,46.44,-,0,0,0,81
